price,link,title,location,description,attributes
"$3,680.00",/v-apartments-condos/delta-surrey-langley/5-bed-2-bath-on-a-huge-lot-with-parking-for-rv-boat-in-surrey/1694538480,"5 Bed/2 Bath on a huge lot with parking for RV,  Boat in Surrey",Surrey,"5 bedrooms, 2 bathrooms, upper floor house in North Surrey on a huge 12,500 Sq.Ft. Lot with plenty of parking for boat or RV. House located on a quiet Cul-de-sac opposite to Bolivar Park. Basement ...","{'Nearest intersection': 'King Road / 136 Street', 'Bedrooms': '5', 'Bathrooms': '2', 'Unit type': 'House', 'Parking included': '3', 'Size (sqft)': '1710sqft'}"
"$1,350.00",/v-apartments-condos/vancouver/stunning-renovated-suites-in-white-rock-at-bayview-gardens/1692164089,Stunning renovated suites in White Rock at Bayview Gardens!,Vancouver,Bachelor apartments at Bayview Gardens-Call today! 25% off any Telus Optik TV and internet product monthly* These stunning properties provide beautiful fully renovated rental suites in a desirable ...,"{'Nearest intersection': 'Buena Vista Avenue / Blackwood Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': None}"
"$2,699.00",/v-apartments-condos/vancouver-downtown-west-end/855-jervis-apartment-for-rent-in-west-end-vancouver/1683791615,855 Jervis - Apartment for Rent in West End Vancouver,Downtown-West End,"Welcome to 855 Jervis, a conveniently situated community in Vancouver's West End, just a short stroll away from the bustling Robson Street, where you'll find a wealth of dining and shopping options, ...","{'Nearest intersection': 'Robson Street / Jervis Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '562sqft'}"
"$2,499.00",/v-apartments-condos/vancouver/luxury-studio-in-central-downtown/1683693793,Luxury Studio in central Downtown,Vancouver,Please call 7783164156 This amazing downtown Vancouver furnished studio rental at the Wall Center is right in the heart of all the action (1050 Burrard St.) and allows you to experience inner city ...,"{'Nearest intersection': 'Burrard Street / Comox Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '1', 'Size (sqft)': '500sqft'}"
"$3,700.00",/v-apartments-condos/delta-surrey-langley/furnished-3br-townhouse-for-rent/1693797552,Furnished 3BR townhouse FOR RENT,Delta/Surrey/Langley,FURNISHED Modern 3BR Townhome in popular Grandview heights - south surrey. Fully Furnished with Upgraded Features and New Furnitures. ** has to be rented furnished ** - XL double garage with plenty ...,"{'Nearest intersection': '168 Street / 23 Avenue', 'Bedrooms': '3', 'Bathrooms': '3', 'Unit type': 'Townhouse', 'Parking included': '2', 'Size (sqft)': '1406sqft'}"
"$2,250.00",/v-apartments-condos/vancouver/2-bedroom-suite-rental-heart-of-commercial-drive/1691006654,2 Bedroom Suite Rental - Heart of Commercial Drive,Vancouver,"2 Bedroom Suite, Heart of Commercial Drive, East Vancouver. Ideal for two adults and 1-2 children. Lower floor of heritage home. Shared laundry. New appliances, newly painted. $2250 per month. Plus ...","{'Nearest intersection': 'Commercial Drive / Kitchener Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '750sqft'}"
"$3,400.00",/v-apartments-condos/richmond-bc/pet-friendly-3-beds-2-bath-newly-renovated-house-for-rent/1692334637,Pet Friendly 3 beds 2 bath newly renovated house for rent,Richmond,"Well behaved pets welcome! Newly renovated house available to stable, long term tenants (minimum 6 months term) Fully furnished, everything comes with the suite shown in photo. Brand new appliances. ...","{'Nearest intersection': 'No 1 Road / Tyson Place', 'Bedrooms': '3', 'Bathrooms': '1.5', 'Unit type': 'House', 'Parking included': '2', 'Size (sqft)': '1000sqft'}"
"$2,590.00",/v-apartments-condos/vancouver/heritage-one-bedroom-at-burrard-and-robson/1692945725,Heritage One-bedroom at Burrard and Robson,Vancouver,"Location, location, location! Live at the centre of it all in this New York City-style character building in the heart of downtown Vancouver. Here's the video: https://youtu.be/eMq3SdZud9A This ...","{'Nearest intersection': 'Burrard Street / Robson Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '623sqft'}"
"$3,800.00",/v-apartments-condos/vancouver/large-2-bedroom-downtown-english-bay/1544546193,LARGE 2 BEDROOM - DOWNTOWN ENGLISH BAY,Vancouver,*Conditions apply and quoted prices are subject to change based on availability - Contact our leasing team now for availability* In the heart of Vancouver's west end! Beach Towers offers a wide range ...,"{'Nearest intersection': 'Beach Avenue / Bidwell Street', 'Bedrooms': '2', 'Bathrooms': '1.5', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': None}"
"$2,550.00",/v-apartments-condos/north-shore/modern-stylish-1-bedroom-in-north-van-free-rent-call-today/1683790699,Modern & stylish 1 bedroom in North Van- FREE Rent Call Today!,North Vancouver,A rental that feels like home- Visit us in North Vancouver! Current Incentives: 1 Month FREE Rent on Select Suites* 25% off any Telus Optik TV and internet product monthly* 2 FREE month bus passes ...,"{'Nearest intersection': 'Mountain Highway / Oxford Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': None}"
"$1,900.00",/v-apartments-condos/delta-surrey-langley/available-immediately-studio-at-surrey-central/1694529605,Available immediately studio at Surrey Central,Surrey,**Stunning Downtown Surrey Micro-Unit with Breathtaking Views** Discover the perfect urban living space in the heart of downtown Surrey. This beautifully designed micro-unit on the 25th floor offers ...,"{'Nearest intersection': 'University Drive / 103 Avenue', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '0', 'Size (sqft)': '330sqft'}"
Please Contact,/v-apartments-condos/vancouver/2-bedrooms-basement-suite/1694526935,2 bedrooms basement suite,Vancouver,"2 bedrooms suite for rent as of June 1st close to langara college and joh Henderson elementary school, washer and dryer in the unit. Walking distance to all grocery stores. Easy access to downtown ...","{'Nearest intersection': 'East 57th Avenue / St George Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Basement', 'Parking included': '1', 'Size (sqft)': '650sqft'}"
"$2,799.00",/v-apartments-condos/vancouver-downtown-west-end/cartier-street-apartment-for-rent-in-marpole-vancouver/1694517222,Cartier Street - Apartment for Rent in Marpole Vancouver,Vancouver,"8740 & 8790 Cartier invites you to its peaceful location, where you'll find convenience in proximity to shopping, dining, and entertainment options, catering to residents of all ages and lifestyles. ...","{'Nearest intersection': 'Southwest Marine Drive / Granville Offramp Street', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '837sqft'}"
"$1,025.00",/v-apartments-condos/richmond-bc/spacious-furnished-one-bdrm-suite-w-large-closet/1694512955,Spacious furnished one bdrm suite w/ large closet,Richmond,"The room is freshly painted with brand new Luxury Vinyl Plank (LVP) flooring and nicely furnished with a desk, chair, blinds, and mattress. Available now! Showing by appointment. Beautiful spacious 1 ...","{'Nearest intersection': 'Railway Avenue / Colbeck Road', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '180sqft'}"
"$2,210.00",/v-apartments-condos/burnaby-new-westminster/tantus-tower-1-bdrm-available-at-810-st-andrews-street-new-w/1688345247,"Tantus Tower - 1 Bdrm available at 810 St. Andrews Street, New W",New Westminster,$500 Security Deposit Move in this month and you may qualify for our incentive. Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/tantus-tower/ Situated in a prime ...,"{'Nearest intersection': 'Eighth Street / St Andrews Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '600sqft'}"
"$2,150.00",/v-apartments-condos/burnaby-new-westminster/royal-ridge-apartments-1-bdrm-available-at-315-agnes-street-n/1687981347,"Royal Ridge Apartments - 1 Bdrm available at 315 Agnes Street, N",New Westminster,1 Month Rent Free + $500 Security Deposit Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/royal-ridge-apartments/ Rental Office is located at 810 St. Andrews St. This ...,"{'Nearest intersection': 'Agnes Street / Blackwood Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '610sqft'}"
"$2,195.00",/v-apartments-condos/burnaby-new-westminster/princeton-place-apartments-1-bdrm-available-at-1021-howay-stre/1678803369,Princeton Place Apartments - 1 Bdrm available at 1021 Howay Stre,New Westminster,"Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/princeton-place-apartments/ Princeton Place Apartments, featuring 1 and 2 bedroom apartments for rent in New ...","{'Nearest intersection': 'Sixth Avenue / Tenth Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '525sqft'}"
"$2,195.00",/v-apartments-condos/burnaby-new-westminster/lynn-gary-apartments-1-bdrm-available-at-520-tenth-street-new/1691008793,"Lynn Gary Apartments - 1 Bdrm available at 520 Tenth Street, New",New Westminster,Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/lynn-gary-apartments/ Rental office is located at 1021 Howay Street Welcome to Lynn Gary Apartments offering beautiful ...,"{'Nearest intersection': 'Sixth Avenue / Tenth Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '661sqft'}"
"$2,935.00",/v-apartments-condos/burnaby-new-westminster/daylin-manor-apartments-2-bdrm-available-at-515-ninth-street/1691275531,"Daylin Manor Apartments - 2 Bdrm available at 515 Ninth Street,",New Westminster,Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/daylin-manor-apartments/ Rental office is located at 810 St. Andrews Street Located in a quiet residential ...,"{'Nearest intersection': 'Eighth Street / Fifth Avenue', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '951sqft'}"
"$2,295.00",/v-apartments-condos/burnaby-new-westminster/chateau-delon-apartments-1-bdrm-available-at-7425-18th-avenue/1693944987,"Chateau Delon Apartments - 1 Bdrm available at 7425 18th Avenue,",Burnaby,Visit our Website: https://www.capreit.ca/apartments-for-rent/burnaby-bc/chateau-delon-apartments/ Rental office is located at 1021 Howay Street Welcome home to Chateau Delon apartments for rent in ...,"{'Nearest intersection': 'Edmonds Street / Mary Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '654sqft'}"
"$3,065.00",/v-apartments-condos/vancouver-downtown-west-end/fraser-flats-apartments-2-bdrm-available-at-3618-3688-sawmill/1680104928,Fraser Flats Apartments - 2 Bdrm available at 3618-3688 Sawmill,Vancouver,Visit our Website: https://www.capreit.ca/apartments-for-rent/vancouver-bc/fraser-flats-apartments/ Fraser Flats Apartments is a brand new luxury apartment building in Vancouver featuring high-end ...,"{'Nearest intersection': 'Marine Way / River District Crossing', 'Bedrooms': '2', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '981sqft'}"
"$1,350.00",/v-apartments-condos/burnaby-new-westminster/one-bedroom-suite-half-basement/1694510376,One Bedroom Suite-half basement,Port Coquitlam,"One bedroom suite available starting July 01 or June 15. Features: -half basement with windows. -private entrance with your own full kitchen and bath. -the price includes all utilities (electricity, ...","{'Nearest intersection': 'Coast Meridian Road / Laurier Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'House', 'Parking included': '1', 'Size (sqft)': '350sqft'}"
"$4,000.00",/v-apartments-condos/delta-surrey-langley/derby-hills-family-home-langley-bc/1694509981,"Derby Hills family home, Langley BC",Delta/Surrey/Langley,Four bedroom family home on a quiet cul de sac in Derby Hills Mature neighbourhood with tree lined streets Approx 3000 square foot four bedrooms and 2 1/2 baths Grand entrance with curved stairway ...,"{'Nearest intersection': '96 Avenue / 205 Street', 'Bedrooms': '4', 'Bathrooms': '2.5', 'Unit type': 'House', 'Parking included': '2', 'Size (sqft)': '3000sqft'}"
"$2,700.00",/v-apartments-condos/vancouver/rent-in-the-wonderful-woodwards-building-downtown-vancouver/1694508891,"Rent in the Wonderful Woodwards building, downtown Vancouver",Vancouver,The Wonderful Woodwards building in downtown Vancouver. Available July1st. Connect now to book a showing for early June. Appt Features: • Historic building in Gastown • Modern Kitchen with ...,"{'Nearest intersection': 'West Cordova Street / Abbott Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '650sqft'}"
"$2,695.00",/v-apartments-condos/north-shore/stunning-1-bedroom-apartment-in-north-van-with-amazing-views/1694471063,Stunning 1 bedroom apartment in North Van with amazing views!,North Vancouver,"Stunning 1 bedroom apartment available at The Citadel, Bridgeview and Shoreview!-Call Today! 25% off any Telus Optik TV and internet product monthly* These 100% smoke-free properties provide stunning ...","{'Nearest intersection': 'East 3rd Street / St Andrews Avenue', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': None}"
"$2,300.00",/v-apartments-condos/tricities-pitt-maple/1-bedroom-1-bathroom-central-port-moody/1694491707,"1 Bedroom, 1 Bathroom Central Port Moody",Port Moody,"Available July 1, 2024. 1 bedroom 1 bathroom in suite laundry east facing balcony condo, 4th floor. Amenities include pool and gym. 1 underground parking spot, 1 underground storage locker. Modern ...","{'Nearest intersection': 'Guildford Way / Ungless Way', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Condo', 'Parking included': '1', 'Size (sqft)': '600sqft'}"
"$4,350.00",/v-apartments-condos/vancouver-downtown-west-end/rare-2-bedroom-townhomes-at-burrard-nelson-call-today/1694471068,Rare 2 bedroom townhomes at Burrard & Nelson -Call today!,Vancouver,"Renovated and stylish 2 bedroom townhomes on Burrard & Nelson, adjacent to the Central Business District & downtowns most vibrant neighbourhoods! Call Today! 40% off any Telus Optik TV and internet ...","{'Nearest intersection': 'Burrard Street / Nelson Street', 'Bedrooms': '2', 'Bathrooms': '1.5', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': None}"
"$5,500.00",/v-apartments-condos/vancouver/3-bedroom-townhome-for-rent-3701-princess-avenue/1694278321,3 Bedroom Townhome for Rent - 3701 Princess Avenue,North Vancouver,"Virtual Open House: Join our open house on Saturday, April 15 from 11am to 3pm Twin Lakes is a community with an abundance of natural and urban amenities. The shops of Lynn Valley Town Centre and ...","{'Nearest intersection': 'East 29th Street / Brand Street', 'Bedrooms': '3', 'Bathrooms': '2', 'Unit type': 'House', 'Parking included': '0', 'Size (sqft)': '1380sqft'}"
"$3,250.00",/v-apartments-condos/vancouver/1-bedroom-apartment-for-rent-2670-library-lane/1693384664,1 Bedroom Apartment for Rent - 2670 Library Lane,North Vancouver,"Hawthorne at Timber Court is situated at the corner of East 27th & Library Lane in the District of North Vancouver, providing views to the North Shore Mountains and proximity to the pristine natural ...","{'Nearest intersection': 'Mountain Highway / East 27th Street', 'Bedrooms': '1', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': '636sqft'}"
Please Contact,/v-apartments-condos/vancouver-downtown-west-end/non-resident-parking-apartment-for-rent-1433-burnaby-street/1692971747,Non Resident Parking Apartment for Rent - 1433 Burnaby Street,Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Villa Contessa at 1433 Burnaby Street in Downtown Vancouver ...","{'Nearest intersection': 'Davie Street / Nicola Street', 'Bedrooms': '0', 'Bathrooms': '1', 'Unit type': 'Apartment', 'Parking included': '0', 'Size (sqft)': None}"
